meeting_id,demo_booked,email,first_name,last_name,company_name,demo_status,rep,demo_scheduled,segment
7271b7c1-9971-4c90-9669-b0909987d985,04/28/2025,brian.rodriguez@novainnovations.com,Brian,Rodriguez,Nova Innovations,Held,Riley Davis,01-May-25,SMB
0a266de9-b1ef-4a46-95fd-e4526cf1490e,06-30-2025,luis.fields@adams-claytonlabs.com,Luis,Fields,Adams-Clayton Labs,No-Show,Riley Davis,"Jul 03, 2025",SMB
8c9b5f63-ad5f-42ad-b5e9-a90a90e423b0,23/06/2025,michael.cooper@forgenetworks.com,Michael,Cooper,Forge Networks,Canceled,Morgan Brown,07-10-2025,MM
1ede0176-7bc7-4b90-a9e5-cfafaf46aaec,07-09-2025,sharon.gregory@morgan-holdings.com,Sharon,Gregory,Morgan Holdings,Scheduled,Taylor Lee,07-24-2025,MM
35a45135-0dcc-4162-b910-ecd5184818ee,15 April 2025,emily.bennett@nimbusgroup.com,Emily,Bennett,Nimbus Group,Held,Quinn Thomas,"Apr 18, 2025",ENT
f2b127f7-d0f9-4ca2-b1fb-a049b579cf5c,28-Jun-25,rachel.greene@phillips-group.com,Rachel,Greene,Phillips Group,Scheduled,Morgan Brown,2025/07/15 0:00,SMB
77334558-8344-49f3-b376-dda937ad91e6,21-Jun-25,brian.fitzgerald@blueanalytics.com,Brian,Fitzgerald,Blue Analytics,No-Show,Taylor Lee,04 July 2025,MM
abf724a0-a224-4140-8dc6-fa0806bc1f7d,04/27/2025,ralph.anderson@quantumgroup.com,Ralph,Anderson,Quantum Group,No-Show,Taylor Lee,04/30/2025,MM
1b3b6074-d66d-4bb5-b1d8-27666e436746,"Jun 01, 2025",samantha.garcia@apextechnologies.com,Samantha,Garcia,Apex Technologies,Held,Alex Smith,09 June 2025,SMB
0b21cc07-3bb7-4423-bcb0-3ed6dd0b417a,06-28-2025,anthony.romero@summitconsulting.com,Anthony,Romero,Summit Consulting,Scheduled,Morgan Brown,14-Jul-25,MM
4a2a318f-421c-42fc-9e02-32cade79d50d,07-04-2025,rodney.barnes@campbellgroup.com,Rodney,Barnes,Campbell Group,Scheduled,Jordan Johnson,2025/07/18 0:00,MM
80a7b871-0362-439b-984b-5b06bfa1aaaa,30-Jun-25,jennifer.williams@hunter-fullerventures.com,Jennifer,Williams,Hunter-Fuller Ventures,No-Show,Riley Davis,01 July 2025,SMB
260c9420-badb-43e1-8838-ef5c25bcf088,04-21-2025,steve.sanchez@pioneergroup.com,Steve,Sanchez,Pioneer Group,no show,Casey Miller,22/04/2025,ENT
4f76fc8a-a82c-4f51-9fb6-f1c0cfe16d9e,16-Jun-25,terri.ortiz@taylorpartners.com,Terri,Ortiz,Taylor Partners,No-Show,Jordan Johnson,04/07/2025,MM
90b38210-fa01-4634-a82b-667a28aa5c42,"Jun 14, 2025",brent.ward@khanservices.com,Brent,Ward,Khan Services,No-Show,Casey Miller,"Jun 19, 2025",ENT
6b17772c-937a-4a1d-98f2-aed700db63ea,2025/06/16 0:00,marie.christian@goldenconsulting.com,Marie,Christian,Golden Consulting,Held,Taylor Lee,07/03/2025,MM
67d02e4b-fa4f-44e6-ad01-e2542ef0fb21,20250622,juan.hernandez@nguyen-ventures.com,Juan,Hernandez,Nguyen Ventures,No-Show,Jordan Johnson,02/07/2025,MM
5e1ef635-bd1f-4d7d-b77a-8cdfe7ee633c,06/29/2025,ashley.barton@mosaicenterprises.com,Ashley,Barton,Mosaic Enterprises,Scheduled,Alex Smith,14-Jul-25,MM
0a4041ce-6aa1-4775-8f9d-9416db7c366f,07-05-2025,timothy.mack@haynesinnovations.com,Timothy,Mack,Haynes Innovations,Scheduled,Jordan Johnson,20250717,MM
cbb3c262-c8b8-4662-892d-e69d727fc2cf,06-22-2025,cameron.fisher@forgedynamics.com,Cameron,Fisher,Forge Dynamics,Held,Taylor Lee,03-Jul-25,MM
726efcab-21da-4304-ad2b-49461e479c89,"Jul 01, 2025",jermaine.conley@walsh-works.com,Jermaine,Conley,Walsh Works,Scheduled,Taylor Lee,2025-07-20,MM
c1638ea3-be0d-47ab-84b5-6638c69017cb,09-Jul-25,ashley.krause@brandt-systems.com,Ashley,Krause,Brandt Systems,Scheduled,Jordan Johnson,07-23-2025,MM
147f47e5-ddc4-435f-be2d-96a7fc48873d,16-Apr-25,lori.hernandez@vertexcapital.com,Lori,Hernandez,Vertex Capital,Held,Alex Smith,21 April 2025,MM
44293bbd-0f36-4001-a442-668a7f0b2d2e,12/07/2025,shawn.powell@stevenson-solutions.com,Shawn,Powell,Stevenson Solutions,Scheduled,Alex Smith,"Jul 26, 2025",MM
7b2688a9-d3b9-421a-8bb7-5f6d88043fff,18 June 2025,brett.burns@lunarpartners.com,Brett,Burns,Lunar Partners,Held,Alex Smith,07/02/2025,MM
2c604b1f-d089-4eff-858c-995790ad9ecd,20250712,nicole.gonzales@andrade-partners.com,Nicole,Gonzales,Andrade Partners,Scheduled,Alex Smith,07-26-2025,MM
ecfb089a-e1f0-4abb-a191-9ee5026ebecc,20250703,alec.fisher@cervantes-garciadevices.com,Alec,Fisher,Cervantes-Garcia Devices,Scheduled,Taylor Lee,2025/07/23 0:00,MM
0377d73a-475e-4093-8103-bb465034a97a,04-29-2025,steve.paul@goldensystems.com,Steve,Paul,Golden Systems,No-Show,Alex Smith,2025-04-30,MM
94ed3b7b-1957-4fd9-b49b-ce1b4216f68a,09 June 2025,william.baker@velocitycapital.com,William,Baker,Velocity Capital,Canceled,Taylor Lee,20250621,MM
308eae9b-e007-4a41-907c-ee584189b7f1,2025-05-06,joann.glass@silverconsulting.com,Joann,Glass,Silver Consulting,No-Show,Riley Davis,07-May-25,SMB
960418f7-2c22-4a8f-96e8-0989d9fedaf4,"Jun 01, 2025",katie.suarez@nimbusinnovations.com,Katie,Suarez,Nimbus Innovations,No-Show,Riley Davis,"Jun 05, 2025",SMB
c68e00a9-25ad-4b4b-b235-1aba96a268de,28-Jun-25,jessica.sims@gray-labs.com,Jessica,Sims,Gray Labs,no show,Jordan Johnson,07/11/2025,MM
dc5a7627-c07f-47c9-baca-6f9716a6ced4,30/06/2025,juan.serrano@bowerscapital.com,Juan,Serrano,Bowers Capital,Scheduled,Jordan Johnson,2025/07/12 0:00,MM
00543c46-4695-4ddf-99d9-56ce3b800cd2,"Apr 23, 2025",john.young@titanstudios.com,John,Young,Titan Studios,Cancelled,Alex Smith,29-Apr-25,MM
0f67c349-ad26-4f05-ac2e-dd6e9df719e4,2025/06/24 0:00,connor.west@summitsystems.com,Connor,West,Summit Systems,Held,Taylor Lee,2025-07-06,MM
3bab3570-5b53-429b-aa49-54098b9c28f2,2025-05-31,gabrielle.davis@nimbusconsulting.com,Gabrielle,Davis,Nimbus Consulting,Held,Quinn Thomas,05/06/2025,ENT
6069a25d-6902-410c-8c29-33a575ca3567,09 June 2025,sharon.boyd@titanglobal.com,Sharon,Boyd,Titan Global,No-Show,Taylor Lee,28 June 2025,MM
606ba63b-f596-4bec-a784-25b9d065240f,04 June 2025,dawn.summers@pioneerglobal.com,Dawn,Summers,Pioneer Global,Held,Quinn Thomas,08-Jun-25,ENT
3869bd2b-4567-45e2-a1d2-376ed1d0947e,05/21/2025,kimberly.nguyen@nimbusanalytics.com,Kimberly,Nguyen,Nimbus Analytics,Cancelled,Riley Davis,05-23-2025,SMB
e9de8bfe-bcef-4144-87f5-21617d88b423,2025/05/04 0:00,angela.vaughn@mosaicworks.com,Angela,Vaughn,Mosaic Works,Held,Riley Davis,"May 08, 2025",SMB
e3a89618-ef59-4c90-9108-04a27820d083,"Apr 21, 2025",heather.fields@forgetechnologies.com,Heather,Fields,Forge Technologies,Held,Jordan Johnson,23/04/2025,MM
550e2e8c-f76f-4f41-927c-8ddcbf2a8e0c,20250504,sherry.decker@quantumnetworks.com,Sherry,Decker,Quantum Networks,Held,Casey Miller,10/05/2025,ENT
470a6a2f-754d-4988-85c5-a75697d9eaad,2025/04/21 0:00,jeremy.mitchell@titansystems.com,Jeremy,Mitchell,Titan Systems,No-Show,Casey Miller,24 April 2025,ENT
c85db09c-1b85-4e49-b484-9f6f608efe5e,20250602,michael.warner@apexsystems.com,Michael,Warner,Apex Systems,No-Show,Riley Davis,03 June 2025,SMB
a857a1d6-169a-4f6a-ae23-e37c42d7e466,04/15/2025,matthew.moon@cascadeholdings.com,Matthew,Moon,Cascade Holdings,Held,Taylor Lee,17-Apr-25,MM
f6d76b6e-6fba-44d4-8a70-ba0863e66396,20250616,yvonne.burns@forgegroup.com,Yvonne,Burns,Forge Group,Held,Jordan Johnson,20250703,MM
0b73ffb3-1403-4a22-b0fd-5f134054dc9e,"Jun 15, 2025",paula.moreno@redwooddynamics.com,Paula,Moreno,Redwood Dynamics,No-Show,Morgan Brown,07-06-2025,MM
2d7352fb-dc2e-4dee-86d9-bd43f45b6df5,19-Jun-25,matthew.smith@harris-lawsonlabs.com,Matthew,Smith,Harris-Lawson Labs,No-Show,Riley Davis,20 June 2025,SMB
e8e24494-f36b-495e-b2fa-5f0d2adabd0c,06/22/2025,michele.cohen@andersonnetworks.com,Michele,Cohen,Anderson Networks,No-Show,Skyler Moore,2025/06/25 0:00,SMB
096eccfd-cdf9-48fb-8551-73f1953e5d68,"Jun 12, 2025",robert.avila@fisher-partners.com,Robert,Avila,Fisher Partners,no show,Casey Miller,"Jun 13, 2025",ENT
dda9cd16-8bf9-4879-911f-6dfb16a31cce,"Apr 30, 2025",jeffery.ortega@velocityventures.com,Jeffery,Ortega,Velocity Ventures,No-Show,Skyler Moore,01-May-25,SMB
2cbf5e53-251e-4327-be9c-f56484e0d7ef,20250625,crystal.johnson@lunaranalytics.com,Crystal,Johnson,Lunar Analytics,Held,Jordan Johnson,07-10-2025,MM
001943ab-7bab-4d6e-847f-ffb9c9a55964,2025-06-25,kristina.lane@bishopsolutions.com,Kristina,Lane,Bishop Solutions,No-Show,Alex Smith,"Jul 10, 2025",MM
f579929a-143b-4364-9e36-b47ed1dd02f7,"Jul 01, 2025",phillip.berry@horizonholdings.com,Phillip,Berry,Horizon Holdings,Scheduled,Alex Smith,15/07/2025,MM
fbef4c86-cd50-48df-ae02-786299859b5b,2025/04/26 0:00,ronald.davis@horizontechnologies.com,Ronald,Davis,Horizon Technologies,Held,Taylor Lee,"May 01, 2025",MM
a37ae916-7ae1-4fe7-aa5e-133e8f411d9e,05/07/2025,michelle.ho@summitglobal.com,Michelle,Ho,Summit Global,Held,Jordan Johnson,07-20-2025,MM
75d6e38d-c66e-4d3d-9831-fe712afde8ad,2025/04/20 0:00,christopher.smith@stellarsystems.com,Christopher,Smith,Stellar Systems,Held,Skyler Moore,26 April 2025,SMB
b8a70417-3716-4da3-91f8-e67c777bbac7,"Jul 02, 2025",logan.mann@baker-wilsoncapital.com,Logan,Mann,Baker-Wilson Capital,No-Show,Skyler Moore,07/05/2025,SMB
c6840fe9-7c6e-40b9-ada7-86679bfd3597,19/04/2025,christina.walters@pioneerworks.com,Christina,Walters,Pioneer Works,Held,Taylor Lee,"Apr 22, 2025",MM
72a6762b-9025-4105-ac90-1bfcdb78045e,06/25/2025,justin.stuart@roberts-analytics.com,Justin,Stuart,Roberts Analytics,No-Show,Morgan Brown,03 July 2025,MM
b2ea4228-5be0-4934-a6b3-7c3033bf9430,20250622,joshua.perry@titandevices.com,Joshua,Perry,Titan Devices,Scheduled,Jordan Johnson,07-12-2025,MM
986a3d56-2dd7-4b81-8c32-c4f5dd910fde,23/06/2025,gina.moore@velocitygroup.com,Gina,Moore,Velocity Group,Scheduled,Jordan Johnson,14/07/2025,MM
84beb78b-8253-429b-bf06-442cfb2fb568,2025/07/12 0:00,max.monroe@jonesdevices.com,Max,Monroe,Jones Devices,Scheduled,Jordan Johnson,23/07/2025,MM
6af6ba30-7d8a-4318-891e-7b25f84db7c6,20250629,matthew.white@clarksolutions.com,Matthew,White,Clark Solutions,No-Show,Jordan Johnson,2025/07/11 0:00,MM
ddc5e7f5-8034-4fa0-a44f-bcf61b7c1816,27-Apr-25,sandra.aguilar@velocitydevices.com,Sandra,Aguilar,Velocity Devices,No-Show,Quinn Thomas,05-02-2025,ENT
e3c50e60-1778-434e-8cb5-48198c2bebbe,20250701,andrea.gates@aguirregroup.com,Andrea,Gates,Aguirre Group,Scheduled,Taylor Lee,17-Jul-25,MM
12ca9162-5ace-46cb-a76b-d6c1a47d23dd,07/12/2025,karen.diaz@jackson-edwardsnetworks.com,Karen,Diaz,Jackson-Edwards Networks,Scheduled,Jordan Johnson,20250723,MM
ca74dddb-48ec-46b5-acb2-9271676891df,07/05/2025,debbie.miller@bryanttechnologies.com,Debbie,Miller,Bryant Technologies,Scheduled,Morgan Brown,17/07/2025,MM
b8c14aa2-104b-405b-a3c0-fbfed934971e,17-May-25,carolyn.miller@titangroup.com,Carolyn,Miller,Titan Group,No-Show,Casey Miller,18/05/2025,ENT
b0dc133e-c0cc-4632-8bdd-07a4f9c69b88,"Jun 03, 2025",courtney.rodriguez@horizoninnovations.com,Courtney,Rodriguez,Horizon Innovations,No-Show,Jordan Johnson,06-16-2025,MM
4bffa5b4-5dd9-4d24-ad40-6abae30c249d,05/05/2025,tammie.bright@novasystems.com,Tammie,Bright,Nova Systems,Held,Morgan Brown,07 May 2025,MM
6b7f6dee-6bdf-4efc-a565-a6d7c88bf2bf,20250711,todd.black@barnestechnologies.com,Todd,Black,Barnes Technologies,Scheduled,Morgan Brown,07-29-2025,MM
2037c507-52ef-44b3-9ae9-4e4f79f65745,"Apr 30, 2025",larry.dixon@stellarstudios.com,Larry,Dixon,Stellar Studios,Held,Quinn Thomas,01 May 2025,ENT
65b258f0-4b8c-435c-8043-9a2bc5ef21a0,19 May 2025,maria.parker@forgeconsulting.com,Maria,Parker,Forge Consulting,Held,Alex Smith,2025-05-21,MM
73095d30-3fc8-423d-9a82-275cda14c48e,"Jul 08, 2025",jeremy.reed@stellartechnologies.com,Jeremy,Reed,Stellar Technologies,Scheduled,Alex Smith,07-16-2025,MM
a40d335c-ff36-4c00-baf0-f53c8b86bc55,2025/04/20 0:00,jordan.chambers@summitworks.com,Jordan,Chambers,Summit Works,No-Show,Alex Smith,04/25/2025,MM
410ed719-a564-4c5c-8928-1a9a1ea0ab88,2025/06/30 0:00,carrie.wright@velocitysystems.com,Carrie,Wright,Velocity Systems,Held,Morgan Brown,07-09-2025,MM
ab38619b-6eff-4e82-b191-5bd2a752cfdf,20250703,timothy.robinson@thomas-innovations.com,Timothy,Robinson,Thomas Innovations,Scheduled,Morgan Brown,2025/07/18 0:00,MM
89e5f2d6-e4c1-4e23-bb5d-270312646e6b,07-03-2025,christopher.hawkins@wang-partners.com,Christopher,Hawkins,Wang Partners,Scheduled,Taylor Lee,20250713,MM
2503e92b-3a0d-42f8-aa01-52212c3aebc6,23/06/2025,shelly.spence@oconnorventures.com,Shelly,Spence,Oconnor Ventures,No-Show,Skyler Moore,06-27-2025,SMB
dec9a8bb-ba22-4230-b8fd-1c279af2d97a,22-Apr-25,allison.hill@summitdynamics.com,Allison,Hill,Summit Dynamics,No-Show,Skyler Moore,04-28-2025,SMB
2db0d3cb-66b5-46e7-85b8-326ad8f7f6a9,"Apr 12, 2025",kevin.walters@stellarcapital.com,Kevin,Walters,Stellar Capital,Held,Jordan Johnson,14 April 2025,MM
1d1e3468-17b1-42a1-9a13-10c9f0924241,2025/04/29 0:00,william.herrera@nimbuslabs.com,William,Herrera,Nimbus Labs,No-Show,Skyler Moore,"Apr 30, 2025",SMB
81264b62-e341-4b34-adf0-369ba40248a7,2025-05-24,victor.taylor@goldeninnovations.com,Victor,Taylor,Golden Innovations,Held,Skyler Moore,"May 25, 2025",SMB
e75de54d-4bae-419c-9806-77d9d91d0cca,28 June 2025,tanya.schultz@taylordynamics.com,Tanya,Schultz,Taylor Dynamics,Scheduled,Jordan Johnson,07/15/2025,MM
2014f64b-3290-4cdf-a8ef-2667092c19ed,07-11-2025,tony.rodriguez@carr-huffmanworks.com,Tony,Rodriguez,Carr-Huffman Works,Scheduled,Jordan Johnson,"Jul 23, 2025",MM
35f8283a-54b2-488d-9eea-dd86935bb89b,01-Jul-25,nicholas.harris@jones-group.com,Nicholas,Harris,Jones Group,Scheduled,Jordan Johnson,2025-07-15,MM
c0313157-c125-4162-bc26-931a89429391,"Jul 10, 2025",gabrielle.williams@clayservices.com,Gabrielle,Williams,Clay Services,Scheduled,Jordan Johnson,07/31/2025,MM
356a8724-c930-41f5-8611-79a2836e8e2f,06/07/2025,jeffrey.perez@ward-ventures.com,Jeffrey,Perez,Ward Ventures,Scheduled,Skyler Moore,13 July 2025,SMB
d19285b3-2a4b-4fa6-8300-6c78eef5b55a,2025-07-01,michael.frazier@russell-hayesventures.com,Michael,Frazier,Russell-Hayes Ventures,Scheduled,Taylor Lee,15 July 2025,MM
39ebc40d-c6a5-47f8-a8b9-6d636db58259,2025-06-19,larry.cameron@bradyholdings.com,Larry,Cameron,Brady Holdings,No-Show,Skyler Moore,06/20/2025,SMB
cde99277-2a70-4a40-af75-083286954b8c,20250702,stephen.robinson@bates-andersonholdings.com,Stephen,Robinson,Bates-Anderson Holdings,No-Show,Skyler Moore,2025/07/06 0:00,SMB
3f7ffcfe-94d2-454d-9632-cda1bac6b502,16-Jun-25,patrick.lopez@peck-andersonventures.com,Patrick,Lopez,Peck-Anderson Ventures,No-Show,Casey Miller,17/06/2025,ENT
45428080-119e-41c0-8f54-ad95d197f15e,2025/04/30 0:00,james.bradley@bluetechnologies.com,James,Bradley,Blue Technologies,Held,Casey Miller,"May 01, 2025",ENT
03b1dd74-ba22-4593-9627-cb91d54bc468,2025-04-23,laura.mckinney@stellarholdings.com,Laura,Mckinney,Stellar Holdings,Held,Alex Smith,04/24/2025,MM
fb15f194-bd81-40a5-b3e9-8558696380fe,2025/05/04 0:00,anthony.humphrey@lunarworks.com,Anthony,Humphrey,Lunar Works,No-Show,Alex Smith,05/09/2025,MM
16241b8c-c054-4715-bcce-2538ae0ce218,"Jun 15, 2025",jeffrey.franklin@goodwinglobal.com,Jeffrey,Franklin,Goodwin Global,No-Show,Skyler Moore,16-Jun-25,SMB
4a216ad9-e189-4e91-a1ad-096eac0d99f2,24-Jun-25,heather.davis@baxterdynamics.com,Heather,Davis,Baxter Dynamics,No-Show,Casey Miller,25 June 2025,ENT
743ae770-3104-435b-865e-c71f161ff0ab,09 June 2025,jessica.garcia@horizonventures.com,Jessica,Garcia,Horizon Ventures,No-Show,Alex Smith,"Jun 24, 2025",MM
538e7503-affe-4ab0-bb04-6fa5ab3b6e4e,"Jul 08, 2025",robert.arnold@bluedevices.com,Robert,Arnold,Blue Devices,Scheduled,Morgan Brown,20250723,MM
ab3d0fb9-7462-4ad8-8ecb-b312512c53ad,29-Apr-25,daniel.baker@silverdevices.com,Daniel,Baker,Silver Devices,No-Show,Jordan Johnson,"May 04, 2025",MM
9a267285-ffa3-4b63-9220-518441407bdd,2025-04-30,lindsey.walker@mosaiccapital.com,Lindsey,Walker,Mosaic Capital,Held,Casey Miller,05-01-2025,ENT
0fb06157-e172-45fb-adfb-1a8800966bb6,06-21-2025,sandra.drake@pioneercapital.com,Sandra,Drake,Pioneer Capital,Held,Taylor Lee,07/09/2025,MM
2959b177-2536-4781-b7d6-4c110ec7c99a,07 July 2025,alex.allen@browngroup.com,Alex,Allen,Brown Group,Scheduled,Morgan Brown,15-Jul-25,MM
ae7cd3cd-3266-4f72-a567-5cacf8c6dc4e,20250513,linda.smith@novaanalytics.com,Linda,Smith,Nova Analytics,Held,Skyler Moore,05-18-2025,SMB
33dd7c1d-99f7-432c-b931-08ff6d874c32,2025/05/07 0:00,lance.simmons@quantumenterprises.com,Lance,Simmons,Quantum Enterprises,No-Show,Skyler Moore,08/05/2025,SMB
aeff2642-2047-48c9-ab67-8bd382fbdc27,20250514,katherine.martinez@silvergroup.com,Katherine,Martinez,Silver Group,No-Show,Jordan Johnson,05-17-2025,MM
4de93163-fa31-4e58-88b8-69dfe47c27dd,2025-06-22,gina.olsen@robinson-consulting.com,Gina,Olsen,Robinson Consulting,No-Show,Alex Smith,2025-07-05,MM
2d1872ed-0f85-458b-8712-b21ef94c2021,23/04/2025,danny.morgan@velocityenterprises.com,Danny,Morgan,Velocity Enterprises,Held,Casey Miller,"Apr 26, 2025",ENT
ef70f316-023a-4172-974a-e74939386efd,20250423,denise.jones@horizongroup.com,Denise,Jones,Horizon Group,Held,Skyler Moore,04-27-2025,SMB
2c17a94f-575e-4b2c-92b7-deb593667d37,"Jun 29, 2025",brittany.vincent@brown-mcneilinnovations.com,Brittany,Vincent,Brown-Mcneil Innovations,Scheduled,Morgan Brown,07-20-2025,MM
c44b3d44-fb89-40b8-b018-8f6fb006787e,06/21/2025,paul.mills@tranworks.com,Paul,Mills,Tran Works,No-Show,Casey Miller,06/22/2025,ENT
3a987455-4c13-4b8a-88cb-6809cc6a0f51,2025/07/02 0:00,alexandra.blankenship@combscapital.com,Alexandra,Blankenship,Combs Capital,No-Show,Jordan Johnson,07/11/2025,MM
ae6d8fab-113f-4cbe-baf3-c43985857c6a,"Jun 22, 2025",curtis.taylor@titanenterprises.com,Curtis,Taylor,Titan Enterprises,Held,Jordan Johnson,02 July 2025,MM
3c7e691e-065e-4cc9-aabb-34174e26bd9f,2025-06-27,daniel.hernandez@gallagherventures.com,Daniel,Hernandez,Gallagher Ventures,No-Show,Skyler Moore,29 June 2025,SMB
49faebfd-fd52-4127-8cc5-692113b58947,08/07/2025,wesley.morgan@monroe-works.com,Wesley,Morgan,Monroe Works,Scheduled,Alex Smith,24/07/2025,MM
f1f45d4e-2d0b-4cf9-bf90-80b099cd638b,2025/07/06 0:00,debra.christian@novadevices.com,Debra,Christian,Nova Devices,Scheduled,Jordan Johnson,07/12/2025,MM
97532cb8-04c5-4781-a570-a6cddced6c32,2025-05-19,nicole.herring@bluegroup.com,Nicole,Herring,Blue Group,Held,Casey Miller,05-21-2025,ENT
49975d22-2c37-4fea-84e3-5716233c53a6,2025-04-30,jessica.stephens@forgepartners.com,Jessica,Stephens,Forge Partners,No-Show,Skyler Moore,2025-05-04,SMB
35d97c40-fb53-4d98-9e45-e36379f5160c,2025/05/11 0:00,stephanie.byrd@novastudios.com,Stephanie,Byrd,Nova Studios,No-Show,Skyler Moore,"May 15, 2025",SMB
4a5d95a1-9869-456b-bfc6-a46431ea8b5a,2025/06/04 0:00,isaiah.avila@silvertechnologies.com,Isaiah,Avila,Silver Technologies,Canceled,Casey Miller,2025-06-05,ENT
5de0db74-aa0b-4a37-a9d4-b01187b6fc00,2025-06-19,christopher.johnson@castillo-harringtonnetworks.com,Christopher,Johnson,Castillo-Harrington Networks,No-Show,Skyler Moore,24 June 2025,SMB
a500dbf8-4065-4738-a43e-436ef1767293,2025-04-14,diana.may@forgeglobal.com,Diana,May,Forge Global,Held,Casey Miller,20250415,ENT
507e3f45-8d1d-4799-85e1-c1a6d50244c2,14-Jun-25,william.day@lunarenterprises.com,William,Day,Lunar Enterprises,No-Show,Jordan Johnson,27 June 2025,MM
2fa70bbe-ad37-44e5-ae5a-4737c5ada4f1,2025/05/24 0:00,jake.campbell@goldenlabs.com,Jake,Campbell,Golden Labs,No-Show,Skyler Moore,30/05/2025,SMB
53421849-26bb-42f7-8b6c-54b34bcfcaf0,20250421,scott.williams@forgeventures.com,Scott,Williams,Forge Ventures,No-Show,Skyler Moore,2025-04-27,SMB
e762b56f-bc55-4b4a-864f-4ce6f0170e81,2025-07-09,jesse.perry@horizonworks.com,Jesse,Perry,Horizon Works,Scheduled,Jordan Johnson,2025-07-19,MM
caf1af62-e06c-4524-93ab-20a4e874368b,06/10/2025,rebecca.valencia@vertexsystems.com,Rebecca,Valencia,Vertex Systems,Held,Morgan Brown,"Jun 22, 2025",SMB
7a49c114-f84a-4275-a2eb-45e569d3f0fe,2025/07/09 0:00,david.davis@forgesolutions.com,David,Davis,Forge Solutions,Scheduled,Jordan Johnson,20250721,MM
77ee9749-b7c9-4ed6-b83e-e16e191077c7,2025-06-01,richard.smith@silverinnovations.com,Richard,Smith,Silver Innovations,Held,Morgan Brown,"Jun 22, 2025",MM
21e06d50-35de-4701-8848-892e17c02f8f,21-Jun-25,evelyn.williams@lunarinnovations.com,Evelyn,Williams,Lunar Innovations,Held,Jordan Johnson,03/07/2025,MM
